Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Biznis,400,Claude,1.0,0.15,0.087,0.1887,0.0392,0.1509,0.7034
Biznis,401,Ekstraktivna,0.963,0.2273,0.0741,0.1091,0.0,0.0727,0.6737
Biznis,401,Apstraktivna,1.3,0.0455,0.0,1.0,1.0,1.0,1.0
Biznis,401,ChatGPT,0.963,0.2273,0.0741,0.1429,0.0,0.1071,0.6879
Biznis,401,Gemini,0.963,0.0455,0.0,0.0741,0.0,0.0741,0.6591
Biznis,401,Claude,0.8966,0.0,0.0,0.1034,0.0,0.1034,0.69
Biznis,402,Ekstraktivna,0.5143,0.4615,0.1143,0.1935,0.0333,0.0968,0.6537
Biznis,402,Apstraktivna,1.0,0.0769,0.0,1.0,1.0,1.0,1.0
Biznis,402,ChatGPT,0.8571,0.5385,0.1905,0.1818,0.0476,0.1364,0.6652
Biznis,402,Gemini,0.75,0.1538,0.0,0.2979,0.1333,0.2553,0.7069
Biznis,402,Claude,0.8182,0.0,0.0,0.2083,0.0,0.125,0.6973
Biznis,403,Ekstraktivna,0.2703,0.125,0.0,0.2059,0.0303,0.1765,0.6587
Biznis,403,Apstraktivna,0.4348,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,403,ChatGPT,0.4762,0.0,0.0,0.2857,0.0851,0.2449,0.7309
Biznis,403,Gemini,0.3704,0.0,0.0,0.2807,0.0727,0.1754,0.6629
Biznis,403,Claude,0.4762,0.0,0.0,0.1569,0.0408,0.1569,0.6669
Biznis,404,Ekstraktivna,0.3684,0.0,0.0,0.1818,0.0625,0.1515,0.69
Biznis,404,Apstraktivna,0.5833,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,404,ChatGPT,0.7368,0.0,0.0,0.2553,0.0444,0.2553,0.7168
Biznis,404,Gemini,0.4118,0.0,0.0,0.0667,0.0345,0.0667,0.6624
Biznis,404,Claude,0.875,0.0,0.0,0.0909,0.0,0.0455,0.6995
Biznis,405,Ekstraktivna,0.2903,0.25,0.0645,0.1509,0.0392,0.1509,0.705
Biznis,405,Apstraktivna,0.5294,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,405,ChatGPT,0.5294,0.125,0.0,0.0513,0.0,0.0513,0.6625
Biznis,405,Gemini,0.375,0.0,0.0,0.2609,0.1364,0.2174,0.6977
Biznis,405,Claude,0.4737,0.0,0.0,0.1463,0.0,0.0976,0.7234
Biznis,406,Ekstraktivna,7.7436,0.0603,0.5128,0.3488,0.119,0.2791,0.7024
Biznis,406,Apstraktivna,7.7436,0.0603,0.2051,1.0,1.0,1.0,1.0
Biznis,406,ChatGPT,12.5833,0.0345,0.1667,0.2609,0.0597,0.1739,0.7433
Biznis,406,Gemini,9.1515,0.0172,0.303,0.1818,0.08,0.1558,0.7118
Biznis,406,Claude,10.4138,0.0259,0.0,0.1772,0.026,0.0759,0.6713
Biznis,407,Ekstraktivna,7.0,0.0902,0.2581,0.1639,0.0339,0.1639,0.6687
Biznis,407,Apstraktivna,10.85,0.041,0.1,1.0,1.0,1.0,1.0
Biznis,407,ChatGPT,18.0833,0.0246,0.1667,0.2051,0.0541,0.2051,0.6881
Biznis,407,Gemini,12.7647,0.0082,0.0,0.1778,0.093,0.1778,0.6426
Biznis,407,Claude,11.4211,0.0,0.0,0.3404,0.0444,0.1702,0.6708
Biznis,408,Ekstraktivna,11.5588,0.0616,0.2941,0.2687,0.0923,0.2388,0.6727
Biznis,408,Apstraktivna,13.1,0.0474,0.2667,1.0,1.0,1.0,1.0
Biznis,408,ChatGPT,21.8333,0.0521,0.2222,0.2692,0.08,0.2308,0.693
Biznis,408,Gemini,20.6842,0.019,0.1053,0.2264,0.0392,0.2264,0.6311
Biznis,408,Claude,17.8636,0.0237,0.1818,0.0702,0.0,0.0702,0.6053
Biznis,409,Ekstraktivna,21.4444,0.029,0.1778,0.15,0.0256,0.125,0.6633
Biznis,409,Apstraktivna,34.4643,0.0193,0.2143,1.0,1.0,1.0,1.0
Biznis,409,ChatGPT,53.6111,0.0058,0.1111,0.1569,0.0,0.1176,0.6771
Biznis,409,Gemini,37.1154,0.0097,0.0,0.1724,0.0357,0.1724,0.6798
Biznis,409,Claude,41.9565,0.0039,0.087,0.0714,0.0,0.0357,0.6369
Biznis,410,Ekstraktivna,0.1333,0.0,0.0,0.0769,0.0263,0.0769,0.6334
Biznis,410,Apstraktivna,0.2609,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,410,ChatGPT,0.1818,0.0,0.0,0.1159,0.0,0.058,0.6818
Biznis,410,Gemini,0.1579,0.0,0.0,0.1644,0.0282,0.137,0.6648
Biznis,410,Claude,0.1579,0.0,0.0,0.0294,0.0,0.0294,0.6412
Biznis,411,Ekstraktivna,0.119,0.5,0.0476,0.2162,0.0,0.1351,0.6742
Biznis,411,Apstraktivna,0.2273,0.25,0.0,1.0,1.0,1.0,1.0
Biznis,411,ChatGPT,0.2273,0.0,0.0,0.16,0.0,0.12,0.7131
Biznis,411,Gemini,0.1923,0.0,0.0,0.1569,0.0,0.1176,0.6972
Biznis,411,Claude,0.1786,0.25,0.0,0.2143,0.0,0.1429,0.7136
Biznis,412,Ekstraktivna,0.1429,0.6,0.0476,0.2222,0.0328,0.127,0.7128
Biznis,412,Apstraktivna,0.4,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,412,ChatGPT,0.24,0.0,0.0,0.0455,0.0,0.0455,0.6645
Biznis,412,Gemini,0.2069,0.2,0.0,0.1633,0.0851,0.1633,0.6985
Biznis,412,Claude,0.2857,0.0,0.0,0.3902,0.1538,0.3902,0.7709
Biznis,413,Ekstraktivna,0.25,0.1667,0.0,0.1111,0.0,0.1111,0.6838
Biznis,413,Apstraktivna,0.5333,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,413,ChatGPT,0.32,0.0,0.0,0.2667,0.1395,0.1778,0.7272
Biznis,413,Gemini,0.32,0.0,0.0,0.087,0.0,0.087,0.6575
Biznis,413,Claude,0.4,0.0,0.0,0.1463,0.0,0.0976,0.6936
Biznis,414,Ekstraktivna,0.5111,0.2667,0.1778,0.2637,0.0449,0.1978,0.7784
Biznis,414,Apstraktivna,0.6389,0.2667,0.0,1.0,1.0,1.0,1.0
Biznis,414,ChatGPT,0.6571,0.3333,0.1714,0.225,0.0256,0.175,0.7823
Biznis,414,Gemini,0.6053,0.2,0.0,0.2619,0.0244,0.1667,0.7256
Biznis,414,Claude,0.7667,0.0667,0.0,0.2133,0.0274,0.16,0.7641
Biznis,415,Ekstraktivna,0.4103,0.1667,0.0513,0.2118,0.0723,0.2118,0.7209
Biznis,415,Apstraktivna,0.5,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,415,ChatGPT,0.5714,0.0,0.0,0.1493,0.0308,0.1493,0.7297
Biznis,415,Gemini,0.4571,0.0833,0.0,0.3158,0.1351,0.2895,0.7428
Biznis,415,Claude,0.5517,0.0,0.0,0.2059,0.0606,0.1765,0.7634
Biznis,416,Ekstraktivna,0.5385,0.2727,0.0769,0.2353,0.0408,0.1961,0.74
Biznis,416,Apstraktivna,0.6087,0.0909,0.0,1.0,1.0,1.0,1.0
Biznis,416,ChatGPT,0.7778,0.2727,0.1111,0.2381,0.05,0.1905,0.7468
Biznis,416,Gemini,0.56,0.1818,0.08,0.2,0.0417,0.16,0.7109
Biznis,416,Claude,0.7778,0.0909,0.0,0.2927,0.0513,0.2927,0.8017
Biznis,417,Ekstraktivna,0.3714,0.1,0.0571,0.1429,0.0294,0.1429,0.7312
Biznis,417,Apstraktivna,0.5,0.0,0.0,1.0,1.0,1.0,1.0
Biznis,417,ChatGPT,0.4815,0.3,0.0,0.2414,0.0357,0.2069,0.7393
Biznis,417,Gemini,0.4062,0.0,0.0,0.2286,0.0588,0.1714,0.7259
Biznis,417,Claude,0.5417,0.0,0.0,0.2712,0.0351,0.2034,0.7717
Biznis,418,Ekstraktivna,7.6885,0.0603,0.1639,0.1062,0.018,0.1062,0.6555
Biznis,418,Apstraktivna,11.1667,0.0352,0.1429,1.0,1.0,1.0,1.0
Biznis,418,ChatGPT,14.6562,0.0553,0.0625,0.2824,0.0482,0.2118,0.7333
Biznis,418,Gemini,9.1961,0.0352,0.1176,0.2264,0.0769,0.1698,0.6442
Biznis,418,Claude,15.129,0.0151,0.0,0.3146,0.092,0.2472,0.7851
Biznis,419,Ekstraktivna,14.1667,0.0435,0.1852,0.2718,0.0594,0.233,0.7353
Biznis,419,Apstraktivna,23.1818,0.0145,0.1212,1.0,1.0,1.0,1.0
Biznis,419,ChatGPT,28.3333,0.0261,0.2963,0.2941,0.1212,0.2647,0.7917
Biznis,419,Gemini,18.6585,0.0435,0.2927,0.2759,0.0706,0.2069,0.748
Biznis,419,Claude,24.6774,0.0058,0.0,0.2162,0.0278,0.1892,0.7658
Društvo,210,Ekstraktivna,9.1556,0.1095,0.2222,0.3488,0.0238,0.2093,0.6918
Društvo,210,Apstraktivna,12.875,0.0597,0.25,1.0,1.0,1.0,1.0
Društvo,210,ChatGPT,14.2069,0.0597,0.2069,0.3478,0.0299,0.2319,0.7088
Društvo,210,Gemini,17.1667,0.0498,0.25,0.2813,0.0645,0.2188,0.6791
Društvo,210,Claude,17.913,0.0199,0.1739,0.1587,0.0,0.127,0.6661
Društvo,211,Ekstraktivna,10.8478,0.0836,0.3478,0.2326,0.0238,0.1628,0.6756
Društvo,211,Apstraktivna,17.2069,0.0364,0.2069,1.0,1.0,1.0,1.0
Društvo,211,ChatGPT,21.6957,0.04,0.4348,0.2295,0.1017,0.0984,0.6936
Društvo,211,Gemini,16.6333,0.0436,0.2667,0.1176,0.0,0.0882,0.6373
Društvo,211,Claude,19.1923,0.0218,0.1538,0.2222,0.0328,0.1905,0.6869
Društvo,212,Ekstraktivna,26.6047,0.0302,0.2791,0.3111,0.0227,0.1556,0.7163
Društvo,212,Apstraktivna,30.9189,0.0208,0.2162,1.0,1.0,1.0,1.0
Društvo,212,ChatGPT,38.1333,0.0208,0.2,0.3243,0.0833,0.2162,0.7351
Društvo,212,Gemini,31.7778,0.0245,0.0556,0.175,0.0,0.1,0.6402
Društvo,212,Claude,31.7778,0.0113,0.1111,0.175,0.0,0.125,0.6876
Društvo,213,Ekstraktivna,8.9355,0.0803,0.1935,0.2121,0.0,0.1515,0.6974
Društvo,213,Apstraktivna,10.6538,0.0146,0.0769,1.0,1.0,1.0,1.0
Društvo,213,ChatGPT,14.5789,0.0292,0.1053,0.3529,0.0,0.2353,0.7452
Društvo,213,Gemini,14.5789,0.0365,0.1053,0.1176,0.0,0.0784,0.6315
Društvo,213,Claude,15.3889,0.0219,0.0,0.2,0.0417,0.2,0.6902
Društvo,214,Ekstraktivna,4.8039,0.1679,0.3137,0.3232,0.1443,0.2626,0.7119
Društvo,214,Apstraktivna,7.0,0.0365,0.1143,1.0,1.0,1.0,1.0
Društvo,214,ChatGPT,11.6667,0.073,0.2857,0.3438,0.1935,0.3438,0.7192
Društvo,214,Gemini,7.0,0.073,0.0571,0.2716,0.1013,0.2716,0.6843
Društvo,214,Claude,11.1364,0.0146,0.0,0.2769,0.0,0.1846,0.7108
Društvo,215,Ekstraktivna,6.0571,0.1068,0.1714,0.1918,0.0282,0.137,0.7121
Društvo,215,Apstraktivna,7.3103,0.0485,0.1379,1.0,1.0,1.0,1.0
Društvo,215,ChatGPT,12.4706,0.0388,0.0,0.2353,0.0,0.1569,0.7061
Društvo,215,Gemini,10.6,0.0291,0.0,0.1132,0.0,0.1132,0.6552
Društvo,215,Claude,10.6,0.0485,0.0,0.2222,0.0,0.1852,0.7265
Društvo,216,Ekstraktivna,8.4894,0.1031,0.3404,0.1538,0.0,0.1099,0.6749
Društvo,216,Apstraktivna,10.7838,0.0361,0.1081,1.0,1.0,1.0,1.0
Društvo,216,ChatGPT,18.1364,0.0412,0.2727,0.254,0.0328,0.1587,0.6688
Društvo,216,Gemini,14.7778,0.0464,0.2222,0.2941,0.0909,0.2059,0.7073
Društvo,216,Claude,19.0,0.0206,0.0,0.0923,0.0,0.0923,0.7082
Društvo,217,Ekstraktivna,7.9706,0.0636,0.2941,0.0857,0.0,0.0857,0.6922
Društvo,217,Apstraktivna,10.037,0.0347,0.0741,1.0,1.0,1.0,1.0
Društvo,217,ChatGPT,12.9048,0.0347,0.0952,0.2143,0.037,0.1786,0.7383
Društvo,217,Gemini,10.4231,0.0578,0.3077,0.2188,0.129,0.2188,0.6924
Društvo,217,Claude,15.0556,0.0173,0.1111,0.1509,0.0392,0.1132,0.7044
Društvo,218,Ekstraktivna,11.0,0.0949,0.6957,0.1754,0.0,0.1404,0.6622
Društvo,218,Apstraktivna,10.12,0.0584,0.24,1.0,1.0,1.0,1.0
Društvo,218,ChatGPT,12.0476,0.0803,0.381,0.1754,0.0364,0.1754,0.673
Društvo,218,Gemini,11.0,0.0657,0.2609,0.2333,0.1034,0.1667,0.6668
Društvo,218,Claude,14.0556,0.0073,0.1111,0.1176,0.0,0.1176,0.6814
Društvo,219,Ekstraktivna,5.1429,0.0857,0.3571,0.2667,0.1379,0.1667,0.702
Društvo,219,Apstraktivna,6.2609,0.0571,0.1739,1.0,1.0,1.0,1.0
Društvo,219,ChatGPT,6.5455,0.1,0.2727,0.2692,0.04,0.1923,0.6911
Društvo,219,Gemini,7.2,0.0429,0.2,0.1538,0.04,0.0769,0.6537
Društvo,219,Claude,9.6,0.0286,0.0,0.2083,0.0435,0.1667,0.7278
Društvo,220,Ekstraktivna,8.5938,0.0658,0.25,0.1034,0.0,0.1034,0.683
Društvo,220,Apstraktivna,13.0952,0.0197,0.1905,1.0,1.0,1.0,1.0
Društvo,220,ChatGPT,16.1765,0.0395,0.1176,0.1778,0.0465,0.1778,0.6847
Društvo,220,Gemini,16.1765,0.0329,0.1176,0.0476,0.0,0.0476,0.6831
Društvo,220,Claude,15.2778,0.0263,0.1111,0.2222,0.0465,0.1333,0.7217
Društvo,221,Ekstraktivna,12.5417,0.0857,0.5833,0.2692,0.08,0.1923,0.6561
Društvo,221,Apstraktivna,13.6818,0.0229,0.0909,1.0,1.0,1.0,1.0
Društvo,221,ChatGPT,15.05,0.0343,0.2,0.2041,0.0851,0.1633,0.6579
Društvo,221,Gemini,15.8421,0.0286,0.1053,0.1739,0.0909,0.1739,0.628
Društvo,221,Claude,17.7059,0.0229,0.2353,0.3478,0.0909,0.2609,0.7042
Društvo,222,Ekstraktivna,9.1786,0.071,0.2143,0.2687,0.0308,0.1493,0.7262
Društvo,222,Apstraktivna,9.5185,0.0839,0.2222,1.0,1.0,1.0,1.0
Društvo,222,ChatGPT,12.85,0.0387,0.0,0.2143,0.037,0.2143,0.7102
Društvo,222,Gemini,11.1739,0.0452,0.2609,0.1017,0.0351,0.1017,0.691
Društvo,222,Claude,16.0625,0.0,0.0,0.1538,0.0,0.1154,0.6921
Društvo,223,Ekstraktivna,27.0294,0.0403,0.5294,0.0597,0.0,0.0597,0.6824
Društvo,223,Apstraktivna,43.7619,0.0108,0.1905,1.0,1.0,1.0,1.0
Društvo,223,ChatGPT,51.0556,0.0161,0.1111,0.1176,0.0,0.1176,0.69
Društvo,223,Gemini,41.7727,0.0323,0.0909,0.0784,0.0,0.0784,0.6754
Društvo,223,Claude,76.5833,0.0054,0.0,0.1,0.0,0.1,0.6903
Društvo,224,Ekstraktivna,9.0,0.0787,0.4348,0.16,0.0,0.12,0.6842
Društvo,224,Apstraktivna,11.5,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,224,ChatGPT,14.7857,0.0394,0.1429,0.0541,0.0,0.0541,0.6701
Društvo,224,Gemini,20.7,0.0079,0.0,0.1176,0.0,0.1176,0.6438
Društvo,224,Claude,13.8,0.0157,0.0,0.0541,0.0,0.0541,0.6742
Društvo,225,Ekstraktivna,12.5185,0.0337,0.0741,0.08,0.0,0.08,0.6485
Društvo,225,Apstraktivna,16.0952,0.0192,0.1905,1.0,1.0,1.0,1.0
Društvo,225,ChatGPT,19.8824,0.0144,0.2353,0.1579,0.0,0.1053,0.6693
Društvo,225,Gemini,13.52,0.024,0.0,0.0435,0.0,0.0435,0.6209
Društvo,225,Claude,26.0,0.0,0.0,0.0588,0.0,0.0588,0.7063
Društvo,226,Ekstraktivna,25.4,0.0333,0.32,0.1695,0.0351,0.1356,0.6562
Društvo,226,Apstraktivna,22.6786,0.0139,0.1429,1.0,1.0,1.0,1.0
Društvo,226,ChatGPT,33.4211,0.0167,0.3158,0.08,0.0,0.08,0.6849
Društvo,226,Gemini,33.4211,0.0139,0.2105,0.12,0.0417,0.12,0.6453
Društvo,226,Claude,52.9167,0.0028,0.0,0.0889,0.0,0.0444,0.6703
Društvo,227,Ekstraktivna,8.7742,0.0667,0.1935,0.1455,0.0,0.1455,0.7034
Društvo,227,Apstraktivna,12.9524,0.0061,0.0,1.0,1.0,1.0,1.0
Društvo,227,ChatGPT,12.9524,0.0242,0.0952,0.2553,0.0444,0.2553,0.7048
Društvo,227,Gemini,16.0,0.0121,0.0,0.05,0.0,0.05,0.6364
Društvo,227,Claude,30.2222,0.0061,0.0,0.1714,0.0,0.1143,0.7063
Društvo,228,Ekstraktivna,9.4,0.122,0.4,0.0702,0.0,0.0702,0.6436
Društvo,228,Apstraktivna,11.75,0.0163,0.1,1.0,1.0,1.0,1.0
Društvo,228,ChatGPT,16.7857,0.0407,0.0,0.0976,0.0,0.0976,0.6582
Društvo,228,Gemini,11.1905,0.0813,0.4762,0.0417,0.0,0.0417,0.6223
Društvo,228,Claude,21.3636,0.0081,0.0,0.1143,0.0,0.1143,0.7028
Društvo,229,Ekstraktivna,16.8065,0.0408,0.1935,0.1034,0.0,0.069,0.6703
Društvo,229,Apstraktivna,23.6818,0.0034,0.0,1.0,1.0,1.0,1.0
Društvo,229,ChatGPT,23.6818,0.0238,0.0,0.0833,0.0,0.0417,0.6583
Društvo,229,Gemini,20.0385,0.0374,0.0769,0.08,0.0,0.08,0.634
Društvo,229,Claude,40.0769,0.0068,0.0,0.0976,0.0,0.0488,0.6739
Društvo,230,Ekstraktivna,7.3409,0.108,0.3636,0.24,0.0,0.1333,0.6574
Društvo,230,Apstraktivna,11.963,0.0455,0.1481,1.0,1.0,1.0,1.0
Društvo,230,ChatGPT,16.15,0.0398,0.2,0.2041,0.0,0.1633,0.6816
Društvo,230,Gemini,13.4583,0.0625,0.3333,0.1455,0.0,0.1091,0.6384
Društvo,230,Claude,19.0,0.0341,0.3529,0.2174,0.0,0.1739,0.7133
Društvo,231,Ekstraktivna,8.3824,0.0696,0.2941,0.1034,0.0,0.069,0.6829
Društvo,231,Apstraktivna,16.7647,0.0127,0.0,1.0,1.0,1.0,1.0
Društvo,231,ChatGPT,17.8125,0.0316,0.125,0.1538,0.0541,0.1538,0.7193
Društvo,231,Gemini,17.8125,0.0443,0.25,0.2162,0.0571,0.1622,0.6638
Društvo,231,Claude,21.9231,0.0063,0.0,0.1667,0.0,0.1111,0.6517
Društvo,232,Ekstraktivna,8.0263,0.0667,0.2632,0.1408,0.0,0.1408,0.6886
Društvo,232,Apstraktivna,11.2963,0.0111,0.0,1.0,1.0,1.0,1.0
Društvo,232,ChatGPT,20.3333,0.0278,0.0,0.2174,0.0455,0.1304,0.6838
Društvo,232,Gemini,15.25,0.0333,0.2,0.1509,0.0,0.1509,0.6767
Društvo,232,Claude,21.7857,0.0056,0.0,0.1702,0.0444,0.1702,0.6908
Društvo,233,Ekstraktivna,6.4643,0.1531,0.4286,0.1091,0.0,0.1091,0.6439
Društvo,233,Apstraktivna,11.3125,0.0204,0.0,1.0,1.0,1.0,1.0
Društvo,233,ChatGPT,15.0833,0.0612,0.3333,0.0,0.0,0.0,0.6362
Društvo,233,Gemini,9.5263,0.0612,0.3158,0.1818,0.0,0.1364,0.6247
Društvo,233,Claude,15.0833,0.0,0.0,0.0588,0.0,0.0588,0.7057
Društvo,234,Ekstraktivna,6.8889,0.1126,0.3889,0.0606,0.0,0.0303,0.6426
Društvo,234,Apstraktivna,12.4,0.0199,0.0,1.0,1.0,1.0,1.0
Društvo,234,ChatGPT,16.5333,0.0397,0.2667,0.0488,0.0,0.0488,0.643
Društvo,234,Gemini,13.0526,0.0464,0.2105,0.0,0.0,0.0,0.6172
Društvo,234,Claude,19.0769,0.0,0.0,0.1053,0.0,0.1053,0.7002
Društvo,235,Ekstraktivna,9.2821,0.0842,0.4103,0.2254,0.087,0.1408,0.7151
Društvo,235,Apstraktivna,13.4074,0.0149,0.1481,1.0,1.0,1.0,1.0
Društvo,235,ChatGPT,22.625,0.0099,0.125,0.25,0.0435,0.1667,0.7086
Društvo,235,Gemini,15.7391,0.0396,0.1739,0.2264,0.1176,0.2264,0.6521
Društvo,235,Claude,30.1667,0.005,0.1667,0.1364,0.0,0.1364,0.6831
Društvo,236,Ekstraktivna,6.7361,0.0704,0.2778,0.1905,0.0194,0.0952,0.6641
Društvo,236,Apstraktivna,17.3214,0.0469,0.1429,1.0,1.0,1.0,1.0
Društvo,236,ChatGPT,24.25,0.0469,0.3,0.2745,0.0408,0.1961,0.703
Društvo,236,Gemini,17.963,0.0376,0.2222,0.1404,0.0364,0.0702,0.6419
Društvo,236,Claude,37.3077,0.0141,0.0,0.1633,0.0,0.0816,0.6927
Društvo,237,Ekstraktivna,8.3333,0.087,0.4444,0.129,0.0,0.0968,0.6541
Društvo,237,Apstraktivna,15.0,0.0109,0.1,1.0,1.0,1.0,1.0
Društvo,237,ChatGPT,17.6471,0.038,0.3529,0.0,0.0,0.0,0.6668
Društvo,237,Gemini,16.6667,0.0489,0.3333,0.1951,0.0,0.0976,0.6432
Društvo,237,Claude,33.3333,0.0,0.0,0.0645,0.0,0.0645,0.658
Društvo,238,Ekstraktivna,0.6034,0.1154,0.0345,0.1524,0.0194,0.1143,0.6779
Društvo,238,Apstraktivna,0.9722,0.1538,0.0,1.0,1.0,1.0,1.0
Društvo,238,ChatGPT,2.3333,0.0,0.0,0.1404,0.0727,0.1404,0.6926
Društvo,238,Gemini,1.6667,0.0385,0.0952,0.1905,0.0328,0.1905,0.6685
Društvo,238,Claude,2.1875,0.0,0.0,0.2,0.0,0.1667,0.7247
Društvo,239,Ekstraktivna,0.8684,0.1111,0.0526,0.127,0.0,0.127,0.6593
Društvo,239,Apstraktivna,1.7368,0.0741,0.0,1.0,1.0,1.0,1.0
Društvo,239,ChatGPT,2.0625,0.037,0.0,0.0513,0.0,0.0513,0.6952
Društvo,239,Gemini,2.3571,0.1111,0.1429,0.0513,0.0,0.0513,0.6375
Društvo,239,Claude,2.5385,0.0,0.0,0.1081,0.0,0.1081,0.6757
Društvo,240,Ekstraktivna,1.075,0.1071,0.1,0.1429,0.0,0.0571,0.6733
Društvo,240,Apstraktivna,2.3889,0.0714,0.0,1.0,1.0,1.0,1.0
Društvo,240,ChatGPT,2.8667,0.1429,0.2667,0.1081,0.0,0.0541,0.6972
Društvo,240,Gemini,1.9545,0.3571,0.4545,0.2273,0.0476,0.1818,0.6645
Društvo,240,Claude,3.5833,0.0357,0.0,0.1714,0.0606,0.1714,0.7196
Društvo,241,Ekstraktivna,1.8333,0.04,0.0,0.0526,0.0,0.0526,0.6477
Društvo,241,Apstraktivna,2.2,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,241,ChatGPT,2.0625,0.12,0.25,0.0541,0.0,0.0541,0.6217
Društvo,241,Gemini,1.9412,0.12,0.1176,0.0571,0.0,0.0571,0.6548
Društvo,241,Claude,3.3,0.0,0.0,0.0769,0.0,0.0769,0.7175
Društvo,242,Ekstraktivna,1.0455,0.2778,0.1818,0.2273,0.0476,0.0909,0.6724
Društvo,242,Apstraktivna,1.5333,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,242,ChatGPT,2.0909,0.1667,0.0,0.0667,0.0,0.0667,0.6531
Društvo,242,Gemini,1.9167,0.1111,0.1667,0.0645,0.0,0.0645,0.6352
Društvo,242,Claude,1.9167,0.0,0.0,0.4,0.0714,0.2,0.7056
Društvo,243,Ekstraktivna,1.2222,0.125,0.1111,0.0,0.0,0.0,0.6263
Društvo,243,Apstraktivna,1.4667,0.0625,0.0,1.0,1.0,1.0,1.0
Društvo,243,ChatGPT,2.2,0.25,0.2,0.069,0.0,0.069,0.6209
Društvo,243,Gemini,2.2,0.125,0.0,0.129,0.0,0.0645,0.6373
Društvo,243,Claude,2.2,0.0,0.0,0.0714,0.0,0.0714,0.691
Društvo,244,Ekstraktivna,1.3846,0.0833,0.0769,0.1132,0.0,0.1132,0.6569
Društvo,244,Apstraktivna,2.0,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,244,ChatGPT,3.6,0.1667,0.0,0.1667,0.0,0.1111,0.6683
Društvo,244,Gemini,2.1176,0.25,0.2353,0.1395,0.0,0.093,0.6535
Društvo,244,Claude,3.0,0.0,0.0,0.25,0.0526,0.2,0.6858
Društvo,245,Ekstraktivna,1.5,0.2,0.125,0.0,0.0,0.0,0.673
Društvo,245,Apstraktivna,1.4118,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,245,ChatGPT,2.1818,0.15,0.1818,0.0645,0.0,0.0645,0.6505
Društvo,245,Gemini,2.0,0.25,0.3333,0.0625,0.0,0.0625,0.6163
Društvo,245,Claude,3.4286,0.0,0.0,0.0,0.0,0.0,0.6587
Društvo,246,Ekstraktivna,1.4828,0.1562,0.069,0.0702,0.0,0.0702,0.6474
Društvo,246,Apstraktivna,1.9545,0.0312,0.0,1.0,1.0,1.0,1.0
Društvo,246,ChatGPT,3.5833,0.125,0.1667,0.0513,0.0,0.0513,0.6519
Društvo,246,Gemini,2.2632,0.2188,0.2105,0.0851,0.0,0.0851,0.6296
Društvo,246,Claude,3.3077,0.0,0.0,0.1463,0.0,0.0976,0.6922
Društvo,247,Ekstraktivna,1.4,0.4762,0.4,0.087,0.0,0.087,0.6566
Društvo,247,Apstraktivna,2.6923,0.0476,0.1538,1.0,1.0,1.0,1.0
Društvo,247,ChatGPT,3.5,0.1429,0.0,0.0,0.0,0.0,0.6367
Društvo,247,Gemini,2.5,0.2857,0.2857,0.1765,0.0,0.1765,0.6679
Društvo,247,Claude,4.375,0.0952,0.25,0.0,0.0,0.0,0.6627
Društvo,248,Ekstraktivna,1.1667,0.2273,0.0833,0.2326,0.0488,0.186,0.6479
Društvo,248,Apstraktivna,1.8667,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,248,ChatGPT,2.5455,0.0455,0.0,0.2,0.0,0.1333,0.6925
Društvo,248,Gemini,1.75,0.0455,0.0,0.0588,0.0,0.0588,0.6187
Društvo,248,Claude,2.5455,0.0,0.0,0.2759,0.0,0.2069,0.7238
Društvo,249,Ekstraktivna,2.0588,0.24,0.2353,0.0556,0.0,0.0556,0.6382
Društvo,249,Apstraktivna,2.5,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,249,ChatGPT,3.5,0.12,0.2,0.069,0.0,0.069,0.6415
Društvo,249,Gemini,1.8421,0.28,0.4211,0.0,0.0,0.0,0.586
Društvo,249,Claude,3.1818,0.0,0.0,0.1379,0.0,0.069,0.7069
Društvo,250,Ekstraktivna,1.0714,0.3,0.2143,0.1277,0.0,0.0851,0.6864
Društvo,250,Apstraktivna,2.1429,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,250,ChatGPT,2.5,0.15,0.3333,0.1429,0.0,0.1429,0.6886
Društvo,250,Gemini,2.0,0.15,0.1333,0.25,0.0,0.1875,0.6755
Društvo,250,Claude,2.7273,0.05,0.0,0.2222,0.0,0.2222,0.7493
Društvo,251,Ekstraktivna,0.8571,0.087,0.0571,0.1034,0.0,0.1034,0.6431
Društvo,251,Apstraktivna,2.0,0.0435,0.0,1.0,1.0,1.0,1.0
Društvo,251,ChatGPT,2.3077,0.1739,0.3077,0.129,0.069,0.129,0.6813
